,Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
11755,FDC03,8.575,0.072139167,4,OUT018,11,1,0,,test,0,0,1,0
11756,FDW43,20.1,0.022420996,4,OUT035,16,0,1,,test,0,1,0,0
11757,FDW10,21.2,0.070676281,3,OUT046,23,0,2,,test,0,1,0,0
11758,FDY14,10.3,0.069701022,4,OUT027,35,1,0,,test,0,0,0,1
11759,FDV43,16.0,0.077011493,1,OUT045,18,0,1,,test,0,1,0,0
11760,FDO40,17.1,0.032600958,3,OUT013,33,2,0,,test,0,1,0,0
11761,FDP46,15.35,0.074254285,1,OUT027,35,1,0,,test,0,0,0,1
11762,NCE43,12.5,0.181114059,3,OUT019,35,0,2,,test,1,0,0,0
11763,FDD05,19.35,0.016608334,2,OUT035,16,0,1,,test,0,1,0,0
11764,FDJ60,19.35,0.104659766,3,OUT010,22,0,0,,test,1,0,0,0
11765,DRE27,11.85,0.133211023,2,OUT018,11,1,0,,test,0,0,1,0
11766,FDO11,8.0,0.030259174,4,OUT035,16,0,1,,test,0,1,0,0
11767,DRG11,6.385,0.083432299,2,OUT027,35,1,0,,test,0,0,0,1
11768,FDK33,17.85,0.018805505,4,OUT010,22,0,0,,test,1,0,0,0
11769,DRM23,16.6,0.136008489,3,OUT045,18,0,1,,test,0,1,0,0
11770,FDJ02,17.2,0.02504491,3,OUT027,35,1,0,,test,0,0,0,1
11771,NCZ05,8.485,0.0582501,2,OUT045,18,0,1,,test,0,1,0,0
11772,NCL30,18.1,0.048899701,2,OUT013,33,2,0,,test,0,1,0,0
11773,FDZ19,6.425,0.093835595,3,OUT018,11,1,0,,test,0,0,1,0
11774,FDM45,8.655,0.088331849,2,OUT049,21,1,2,,test,0,1,0,0
11775,FDO36,19.7,0.0,3,OUT046,23,0,2,,test,0,1,0,0
11776,NCK31,10.895,0.027102628,1,OUT045,18,0,1,,test,0,1,0,0
11777,DRJ37,10.8,0.061225298,3,OUT045,18,0,1,,test,0,1,0,0
11778,FDP24,20.6,0.083342202,2,OUT018,11,1,0,,test,0,0,1,0
11779,FDF46,7.07,0.093593225,2,OUT013,33,2,0,,test,0,1,0,0
11780,FDX46,12.3,0.101754942,1,OUT019,35,0,2,,test,1,0,0,0
11781,NCL18,18.85,0.167923755,4,OUT045,18,0,1,,test,0,1,0,0
11782,FDJ26,15.3,0.084694653,4,OUT013,33,2,0,,test,0,1,0,0
11783,FDJ07,7.26,0.014452774,2,OUT045,18,0,1,,test,0,1,0,0
11784,FDY15,18.25,0.170685888,3,OUT013,33,2,0,,test,0,1,0,0
11785,DRG01,14.8,0.044969294,1,OUT045,18,0,1,,test,0,1,0,0
11786,FDF58,13.3,0.009600586,1,OUT045,18,0,1,,test,0,1,0,0
11787,FDZ14,7.71,0.083321663,2,OUT019,35,0,2,,test,1,0,0,0
11788,FDP31,21.1,0.161756055,1,OUT049,21,1,2,,test,0,1,0,0
11789,FDH45,15.1,0.1055789,1,OUT013,33,2,0,,test,0,1,0,0
11790,FDA09,13.35,0.250008736,3,OUT010,22,0,0,,test,1,0,0,0
11791,FDW31,11.35,0.043149943,4,OUT035,16,0,1,,test,0,1,0,0
11792,FDA57,18.85,0.039643601,1,OUT046,23,0,2,,test,0,1,0,0
11793,NCE55,8.92,0.129903926,3,OUT035,16,0,1,,test,0,1,0,0
11794,FDC17,12.15,0.027069736,4,OUT019,35,0,2,,test,1,0,0,0
11795,FDC59,16.7,0.054583442,1,OUT013,33,2,0,,test,0,1,0,0
11796,FDA22,7.435,0.084382084,3,OUT013,33,2,0,,test,0,1,0,0
11797,FDK52,18.25,0.079203863,4,OUT035,16,0,1,,test,0,1,0,0
11798,NCM26,20.5,0.023143199,3,OUT046,23,0,2,,test,0,1,0,0
11799,NCT53,5.4,0.048107159,3,OUT035,16,0,1,,test,0,1,0,0
11800,FDW45,18.0,0.039169904,3,OUT018,11,1,0,,test,0,0,1,0
11801,NCI18,18.35,0.014021376,4,OUT035,16,0,1,,test,0,1,0,0
11802,FDE38,6.52,0.044788872,3,OUT018,11,1,0,,test,0,0,1,0
11803,FDF08,14.3,0.114170018,1,OUT019,35,0,2,,test,1,0,0,0
11804,FDY58,11.65,0.066815522,4,OUT010,22,0,0,,test,1,0,0,0
11805,FDF58,13.3,0.016775365,1,OUT019,35,0,2,,test,1,0,0,0
11806,FDX39,14.3,0.049957145,4,OUT017,13,0,1,,test,0,1,0,0
11807,FDB44,6.655,0.016985198,4,OUT049,21,1,2,,test,0,1,0,0
11808,FDF28,15.7,0.037833211,2,OUT013,33,2,0,,test,0,1,0,0
11809,FDE39,7.89,0.036104434,2,OUT013,33,2,0,,test,0,1,0,0
11810,FDT37,14.15,0.035413843,4,OUT018,11,1,0,,test,0,0,1,0
11811,FDZ45,14.1,0.06725426,4,OUT017,13,0,1,,test,0,1,0,0
11812,FDO40,17.1,0.032621941,3,OUT035,16,0,1,,test,0,1,0,0
11813,FDM57,11.65,0.075481864,1,OUT027,35,1,0,,test,0,0,0,1
11814,DRG36,14.15,0.095917719,3,OUT017,13,0,1,,test,0,1,0,0
11815,FDY36,12.3,0.015751294,1,OUT010,22,0,0,,test,1,0,0,0
11816,DRL60,8.52,0.026928324,3,OUT027,35,1,0,,test,0,0,0,1
11817,FDS25,6.885,0.245136905,2,OUT019,35,0,2,,test,1,0,0,0
11818,DRF49,7.27,0.070733741,2,OUT027,35,1,0,,test,0,0,0,1
11819,FDP16,18.6,0.039374545,4,OUT045,18,0,1,,test,0,1,0,0
11820,FDS60,20.85,0.032498972,3,OUT049,21,1,2,,test,0,1,0,0
11821,FDU15,13.65,0.026473267,1,OUT027,35,1,0,,test,0,0,0,1
11822,FDK43,9.8,0.026840766,2,OUT046,23,0,2,,test,0,1,0,0
11823,FDN25,7.895,0.061175535,1,OUT046,23,0,2,,test,0,1,0,0
11824,FDE53,10.895,0.026921951,2,OUT049,21,1,2,,test,0,1,0,0
11825,FDB22,8.02,0.111347923,3,OUT013,33,2,0,,test,0,1,0,0
11826,FDE39,7.89,0.036338895,2,OUT017,13,0,1,,test,0,1,0,0
11827,FDX35,5.035,0.079895432,4,OUT035,16,0,1,,test,0,1,0,0
11828,NCG54,12.1,0.079930344,3,OUT049,21,1,2,,test,0,1,0,0
11829,FDH27,7.075,0.058335906,3,OUT035,16,0,1,,test,0,1,0,0
11830,NCK42,7.475,0.01310911,4,OUT013,33,2,0,,test,0,1,0,0
11831,FDS25,6.885,0.14022623,2,OUT049,21,1,2,,test,0,1,0,0
11832,FDI10,8.51,0.078723713,3,OUT018,11,1,0,,test,0,0,1,0
11833,FDU35,6.44,0.079200387,2,OUT035,16,0,1,,test,0,1,0,0
11834,FDI04,13.65,0.073324855,4,OUT017,13,0,1,,test,0,1,0,0
11835,DRK23,8.395,0.071963037,4,OUT035,16,0,1,,test,0,1,0,0
11836,FDB53,13.35,0.244163174,3,OUT019,35,0,2,,test,1,0,0,0
11837,FDY02,8.945,0.087782193,4,OUT049,21,1,2,,test,0,1,0,0
11838,FDM60,10.8,0.048134189,1,OUT035,16,0,1,,test,0,1,0,0
11839,NCJ31,19.2,0.305724969,4,OUT010,22,0,0,,test,1,0,0,0
11840,DRP35,18.85,0.09138128,2,OUT017,13,0,1,,test,0,1,0,0
11841,NCQ30,7.725,0.029190711,2,OUT018,11,1,0,,test,0,0,1,0
11842,DRL11,10.5,0.080372556,3,OUT010,22,0,0,,test,1,0,0,0
11843,FDU01,20.25,0.011985289,3,OUT013,33,2,0,,test,0,1,0,0
11844,FDR39,20.35,0.083783437,3,OUT035,16,0,1,,test,0,1,0,0
11845,FDO08,11.1,0.053775381,3,OUT046,23,0,2,,test,0,1,0,0
11846,FDC02,21.35,0.068962051,4,OUT045,18,0,1,,test,0,1,0,0
11847,NCZ29,15.0,0.071357962,2,OUT035,16,0,1,,test,0,1,0,0
11848,FDF29,15.1,0.033365743,2,OUT010,22,0,0,,test,1,0,0,0
11849,FDZ23,17.75,0.067884624,4,OUT017,13,0,1,,test,0,1,0,0
11850,NCU53,5.485,0.042925965,3,OUT018,11,1,0,,test,0,0,1,0
11851,NCW30,5.21,0.011000735,4,OUT013,33,2,0,,test,0,1,0,0
11852,NCM26,20.5,0.023031127,3,OUT027,35,1,0,,test,0,0,0,1
11853,FDV50,14.3,0.121977653,2,OUT027,35,1,0,,test,0,0,0,1
11854,FDW15,15.35,0.055199283,3,OUT049,21,1,2,,test,0,1,0,0
11855,FDI35,14.0,0.041091215,3,OUT027,35,1,0,,test,0,0,0,1
11856,FDO11,8.0,0.030436087,4,OUT017,13,0,1,,test,0,1,0,0
11857,FDN48,13.35,0.06495073,1,OUT046,23,0,2,,test,0,1,0,0
11858,NCA17,20.6,0.045488814,3,OUT049,21,1,2,,test,0,1,0,0
11859,NCN54,20.35,0.021308724,1,OUT013,33,2,0,,test,0,1,0,0
11860,FDP22,14.65,0.099049679,1,OUT013,33,2,0,,test,0,1,0,0
11861,NCB54,8.76,0.050043246,2,OUT035,16,0,1,,test,0,1,0,0
11862,FDD08,8.3,0.035426061,1,OUT045,18,0,1,,test,0,1,0,0
11863,DRM48,15.2,0.188965879,1,OUT010,22,0,0,,test,1,0,0,0
11864,FDG41,8.84,0.076191354,2,OUT027,35,1,0,,test,0,0,0,1
11865,FDE44,14.65,0.170558096,1,OUT027,35,1,0,,test,0,0,0,1
11866,FDE26,9.3,0.088988939,3,OUT035,16,0,1,,test,0,1,0,0
11867,NCS38,8.6,0.0,2,OUT013,33,2,0,,test,0,1,0,0
11868,NCJ54,9.895,0.0,4,OUT018,11,1,0,,test,0,0,1,0
11869,FDI40,11.5,0.219914554,2,OUT019,35,0,2,,test,1,0,0,0
11870,FDN45,19.35,0.11858387,4,OUT018,11,1,0,,test,0,0,1,0
11871,FDU43,19.35,0.058043379,4,OUT046,23,0,2,,test,0,1,0,0
11872,FDI04,13.65,0.122040464,4,OUT010,22,0,0,,test,1,0,0,0
11873,NCC07,19.6,0.024048716,2,OUT018,11,1,0,,test,0,0,1,0
11874,NCC07,19.6,0.04193537,2,OUT019,35,0,2,,test,1,0,0,0
11875,NCD18,16.0,0.072816495,4,OUT045,18,0,1,,test,0,1,0,0
11876,FDU55,16.2,0.035904485,4,OUT035,16,0,1,,test,0,1,0,0
11877,FDX59,10.195,0.051651503,1,OUT035,16,0,1,,test,0,1,0,0
11878,FDR52,12.65,0.076162818,4,OUT049,21,1,2,,test,0,1,0,0
11879,NCP17,19.35,0.027691308,1,OUT013,33,2,0,,test,0,1,0,0
11880,FDQ32,17.85,0.04670302,2,OUT045,18,0,1,,test,0,1,0,0
11881,NCT17,10.8,0.041930938,4,OUT049,21,1,2,,test,0,1,0,0
11882,FDO10,13.65,0.0,1,OUT049,21,1,2,,test,0,1,0,0
11883,FDE32,20.7,0.048834717,1,OUT049,21,1,2,,test,0,1,0,0
11884,FDN44,13.15,0.022841841,3,OUT045,18,0,1,,test,0,1,0,0
11885,FDH02,7.27,0.020777214,1,OUT035,16,0,1,,test,0,1,0,0
11886,FDK60,16.5,0.093786169,2,OUT013,33,2,0,,test,0,1,0,0
11887,FDS24,20.85,0.108947031,1,OUT019,35,0,2,,test,1,0,0,0
11888,FDL03,19.25,0.045327376,4,OUT010,22,0,0,,test,1,0,0,0
11889,FDB46,10.5,0.093309811,4,OUT027,35,1,0,,test,0,0,0,1
11890,FDO48,15.0,0.026882496,4,OUT049,21,1,2,,test,0,1,0,0
11891,FDZ39,19.7,0.018052793,2,OUT049,21,1,2,,test,0,1,0,0
11892,FDT02,12.6,0.0,1,OUT027,35,1,0,,test,0,0,0,1
11893,FDC50,15.85,0.136384322,2,OUT013,33,2,0,,test,0,1,0,0
11894,FDP39,12.65,0.069411836,1,OUT035,16,0,1,,test,0,1,0,0
11895,DRG15,6.13,0.077048493,1,OUT018,11,1,0,,test,0,0,1,0
11896,FDP10,19.0,0.128611924,2,OUT018,11,1,0,,test,0,0,1,0
11897,FDF53,20.75,0.083201696,3,OUT027,35,1,0,,test,0,0,0,1
11898,FDN34,15.6,0.045857055,3,OUT045,18,0,1,,test,0,1,0,0
11899,FDK02,12.5,0.11245226,2,OUT045,18,0,1,,test,0,1,0,0
11900,FDC23,18.0,0.017942517,3,OUT045,18,0,1,,test,0,1,0,0
11901,FDJ10,5.095,0.226744199,2,OUT019,35,0,2,,test,1,0,0,0
11902,FDE53,10.895,0.026875077,2,OUT035,16,0,1,,test,0,1,0,0
11903,FDR25,17.0,0.139495548,4,OUT035,16,0,1,,test,0,1,0,0
11904,FDW50,13.1,0.075578048,3,OUT046,23,0,2,,test,0,1,0,0
11905,FDS09,8.895,0.081214552,1,OUT049,21,1,2,,test,0,1,0,0
11906,FDW49,19.5,0.138175481,3,OUT010,22,0,0,,test,1,0,0,0
11907,FDU51,20.2,0.096513676,3,OUT046,23,0,2,,test,0,1,0,0
11908,FDF28,15.7,0.038018966,2,OUT018,11,1,0,,test,0,0,1,0
11909,NCY30,20.25,0.02605898,3,OUT018,11,1,0,,test,0,0,1,0
11910,FDD44,8.05,0.078559463,4,OUT045,18,0,1,,test,0,1,0,0
11911,FDX09,9.0,0.065618346,3,OUT017,13,0,1,,test,0,1,0,0
11912,NCF30,17.0,0.126139002,2,OUT013,33,2,0,,test,0,1,0,0
11913,FDZ50,12.8,0.138452448,3,OUT019,35,0,2,,test,1,0,0,0
11914,FDW37,19.2,0.0,1,OUT013,33,2,0,,test,0,1,0,0
11915,FDD11,12.85,0.030664334,4,OUT049,21,1,2,,test,0,1,0,0
11916,DRH39,20.7,0.093067785,1,OUT018,11,1,0,,test,0,0,1,0
11917,FDA36,5.985,0.005675194,3,OUT049,21,1,2,,test,0,1,0,0
11918,NCG43,20.2,0.07435487,1,OUT049,21,1,2,,test,0,1,0,0
11919,FDF02,16.2,0.103453599,2,OUT035,16,0,1,,test,0,1,0,0
11920,FDP57,17.5,0.052190155,2,OUT027,35,1,0,,test,0,0,0,1
11921,NCE42,21.1,0.010662263,4,OUT017,13,0,1,,test,0,1,0,0
11922,NCR38,17.25,0.112968748,4,OUT027,35,1,0,,test,0,0,0,1
11923,FDP03,5.15,0.10711317,2,OUT019,35,0,2,,test,1,0,0,0
11924,FDO51,6.785,0.041974545,1,OUT035,16,0,1,,test,0,1,0,0
11925,NCQ42,20.35,0.039268205,2,OUT046,23,0,2,,test,0,1,0,0
11926,NCM41,16.5,0.035655991,1,OUT046,23,0,2,,test,0,1,0,0
11927,FDH48,13.5,0.06018748,1,OUT027,35,1,0,,test,0,0,0,1
11928,DRF60,10.8,0.052068722,4,OUT046,23,0,2,,test,0,1,0,0
11929,FDJ27,17.7,0.121852987,2,OUT035,16,0,1,,test,0,1,0,0
11930,FDQ14,9.27,0.061735873,3,OUT013,33,2,0,,test,0,1,0,0
11931,FDN27,20.85,0.0,2,OUT017,13,0,1,,test,0,1,0,0
11932,NCQ02,12.6,0.007456464,4,OUT046,23,0,2,,test,0,1,0,0
11933,FDJ33,8.895,0.088459496,2,OUT049,21,1,2,,test,0,1,0,0
11934,FDP07,18.2,0.089466421,4,OUT027,35,1,0,,test,0,0,0,1
11935,DRE01,10.1,0.16741508,4,OUT049,21,1,2,,test,0,1,0,0
11936,FDU36,6.15,0.046364789,2,OUT045,18,0,1,,test,0,1,0,0
11937,FDL28,10.0,0.063531895,4,OUT017,13,0,1,,test,0,1,0,0
11938,NCX53,20.1,0.014937838,2,OUT046,23,0,2,,test,0,1,0,0
11939,FDZ39,19.7,0.018009769,2,OUT013,33,2,0,,test,0,1,0,0
11940,NCP42,8.51,0.016097309,4,OUT013,33,2,0,,test,0,1,0,0
11941,FDJ14,10.3,0.050061008,1,OUT035,16,0,1,,test,0,1,0,0
11942,FDK04,7.36,0.052393366,1,OUT049,21,1,2,,test,0,1,0,0
11943,NCC19,6.57,0.09742857,4,OUT017,13,0,1,,test,0,1,0,0
11944,FDS09,8.895,0.081418801,1,OUT018,11,1,0,,test,0,0,1,0
11945,FDZ02,6.905,0.038147426,2,OUT046,23,0,2,,test,0,1,0,0
11946,FDD35,12.15,0.02596979,2,OUT018,11,1,0,,test,0,0,1,0
11947,NCY42,6.38,0.015248338,3,OUT017,13,0,1,,test,0,1,0,0
11948,FDB05,5.155,0.08336707,4,OUT045,18,0,1,,test,0,1,0,0
11949,FDF20,12.85,0.033213888,4,OUT035,16,0,1,,test,0,1,0,0
11950,NCO41,12.5,0.018925644,2,OUT018,11,1,0,,test,0,0,1,0
11951,FDC40,16.0,0.064748814,1,OUT027,35,1,0,,test,0,0,0,1
11952,FDV58,20.85,0.121496273,4,OUT045,18,0,1,,test,0,1,0,0
11953,FDZ57,10.0,0.037840894,2,OUT045,18,0,1,,test,0,1,0,0
11954,DRM35,9.695,0.070444556,3,OUT046,23,0,2,,test,0,1,0,0
11955,DRN36,15.2,0.050382246,2,OUT018,11,1,0,,test,0,0,1,0
11956,FDQ13,11.1,0.010641608,1,OUT046,23,0,2,,test,0,1,0,0
11957,DRO35,13.85,0.05786369,2,OUT010,22,0,0,,test,1,0,0,0
11958,NCD43,8.85,0.0,2,OUT035,16,0,1,,test,0,1,0,0
11959,FDA51,8.05,0.165350432,2,OUT018,11,1,0,,test,0,0,1,0
11960,NCX17,21.25,0.113053302,4,OUT027,35,1,0,,test,0,0,0,1
11961,NCZ17,12.15,0.079555138,1,OUT049,21,1,2,,test,0,1,0,0
11962,FDR11,10.5,0.141847977,3,OUT027,35,1,0,,test,0,0,0,1
11963,FDW34,9.6,0.035634451,4,OUT049,21,1,2,,test,0,1,0,0
11964,FDN50,16.85,0.026669833,1,OUT017,13,0,1,,test,0,1,0,0
11965,FDS09,8.895,0.081088481,1,OUT046,23,0,2,,test,0,1,0,0
11966,FDS48,15.15,0.027892415,3,OUT018,11,1,0,,test,0,0,1,0
11967,FDL44,18.25,0.012294203,3,OUT049,21,1,2,,test,0,1,0,0
11968,DRF48,5.73,0.052012483,4,OUT018,11,1,0,,test,0,0,1,0
11969,FDA14,16.1,0.0,3,OUT018,11,1,0,,test,0,0,1,0
11970,NCD30,19.7,0.026891006,2,OUT049,21,1,2,,test,0,1,0,0
11971,FDI16,14.0,0.136543704,1,OUT017,13,0,1,,test,0,1,0,0
11972,NCG06,16.35,0.029439793,4,OUT035,16,0,1,,test,0,1,0,0
11973,DRZ24,7.535,0.081772054,2,OUT035,16,0,1,,test,0,1,0,0
11974,NCS17,18.6,0.080664702,2,OUT045,18,0,1,,test,0,1,0,0
11975,FDB37,20.25,0.02298735,4,OUT045,18,0,1,,test,0,1,0,0
11976,FDE10,6.67,0.089931111,2,OUT035,16,0,1,,test,0,1,0,0
11977,FDC57,20.1,0.05470525,4,OUT045,18,0,1,,test,0,1,0,0
11978,FDM12,16.7,0.070201806,4,OUT018,11,1,0,,test,0,0,1,0
11979,FDE24,14.85,0.093607933,2,OUT049,21,1,2,,test,0,1,0,0
11980,FDW22,9.695,0.030351816,4,OUT045,18,0,1,,test,0,1,0,0
11981,DRD01,12.1,0.06087929,1,OUT027,35,1,0,,test,0,0,0,1
11982,NCZ18,7.825,0.18516682,4,OUT027,35,1,0,,test,0,0,0,1
11983,FDN49,17.25,0.125478425,1,OUT045,18,0,1,,test,0,1,0,0
11984,FDR22,19.35,0.018559094,2,OUT035,16,0,1,,test,0,1,0,0
11985,FDV08,7.35,0.0,1,OUT019,35,0,2,,test,1,0,0,0
11986,FDY39,5.305,0.047028693,3,OUT046,23,0,2,,test,0,1,0,0
11987,FDV36,18.7,0.026342897,2,OUT049,21,1,2,,test,0,1,0,0
11988,FDO60,20.0,0.03443923,1,OUT045,18,0,1,,test,0,1,0,0
11989,FDU04,7.93,0.005521567,2,OUT027,35,1,0,,test,0,0,0,1
11990,FDR20,20.0,0.027987562,1,OUT027,35,1,0,,test,0,0,0,1
11991,FDW19,12.35,0.067409268,2,OUT019,35,0,2,,test,1,0,0,0
11992,FDU40,20.85,0.037462127,4,OUT049,21,1,2,,test,0,1,0,0
11993,FDK15,10.8,0.098613411,2,OUT045,18,0,1,,test,0,1,0,0
11994,DRF15,18.35,0.03320771,3,OUT035,16,0,1,,test,0,1,0,0
11995,FDQ25,8.63,0.028436636,3,OUT017,13,0,1,,test,0,1,0,0
11996,FDI48,11.85,0.097555725,1,OUT019,35,0,2,,test,1,0,0,0
11997,FDS49,9.0,0.079345519,1,OUT046,23,0,2,,test,0,1,0,0
11998,FDV22,14.85,0.009938784,3,OUT046,23,0,2,,test,0,1,0,0
11999,NCV42,6.26,0.031421979,2,OUT046,23,0,2,,test,0,1,0,0
12000,FDX26,17.7,0.087808521,3,OUT046,23,0,2,,test,0,1,0,0
12001,FDI33,16.5,0.028534583,1,OUT018,11,1,0,,test,0,0,1,0
12002,FDZ14,7.71,0.047662684,2,OUT049,21,1,2,,test,0,1,0,0
12003,FDG10,6.63,0.010930195,1,OUT013,33,2,0,,test,0,1,0,0
12004,FDM38,5.885,0.09314922,1,OUT018,11,1,0,,test,0,0,1,0
12005,FDG26,18.85,0.042443319,4,OUT027,35,1,0,,test,0,0,0,1
12006,FDH46,6.935,0.04127448,2,OUT035,16,0,1,,test,0,1,0,0
12007,FDN13,18.6,0.152677702,2,OUT018,11,1,0,,test,0,0,1,0
12008,FDU57,8.27,0.089537252,3,OUT035,16,0,1,,test,0,1,0,0
12009,NCI06,11.3,0.04771769,3,OUT046,23,0,2,,test,0,1,0,0
12010,FDM38,5.885,0.092959451,1,OUT045,18,0,1,,test,0,1,0,0
12011,NCG42,19.2,0.069006936,2,OUT010,22,0,0,,test,1,0,0,0
12012,FDL39,16.1,0.063459792,3,OUT045,18,0,1,,test,0,1,0,0
12013,FDT31,19.75,0.021795357,4,OUT019,35,0,2,,test,1,0,0,0
12014,FDV59,13.35,0.047987076,4,OUT013,33,2,0,,test,0,1,0,0
12015,FDB49,8.3,0.03014565,2,OUT035,16,0,1,,test,0,1,0,0
12016,FDD58,7.76,0.059444518,2,OUT049,21,1,2,,test,0,1,0,0
12017,DRN59,15.0,0.064141622,1,OUT046,23,0,2,,test,0,1,0,0
12018,FDX48,17.75,0.037946799,3,OUT049,21,1,2,,test,0,1,0,0
12019,FDQ11,5.695,0.067806182,4,OUT049,21,1,2,,test,0,1,0,0
12020,FDY12,9.8,0.140829653,1,OUT049,21,1,2,,test,0,1,0,0
12021,FDQ11,5.695,0.067838225,4,OUT045,18,0,1,,test,0,1,0,0
12022,DRI11,8.26,0.034598891,2,OUT017,13,0,1,,test,0,1,0,0
12023,FDY32,7.605,0.128615187,3,OUT027,35,1,0,,test,0,0,0,1
12024,FDS51,13.35,0.032245757,1,OUT045,18,0,1,,test,0,1,0,0
12025,FDR19,13.5,0.267339659,3,OUT010,22,0,0,,test,1,0,0,0
12026,DRB13,6.115,0.007073035,4,OUT018,11,1,0,,test,0,0,1,0
12027,FDS21,19.85,0.020872204,1,OUT035,16,0,1,,test,0,1,0,0
12028,FDQ40,11.1,0.036100589,3,OUT045,18,0,1,,test,0,1,0,0
12029,NCE55,8.92,0.129820371,3,OUT013,33,2,0,,test,0,1,0,0
12030,FDX43,5.655,0.08486204,3,OUT027,35,1,0,,test,0,0,0,1
12031,FDS12,9.1,0.174389257,2,OUT049,21,1,2,,test,0,1,0,0
12032,DRK01,7.63,0.0607686,2,OUT027,35,1,0,,test,0,0,0,1
12033,FDN25,7.895,0.061521569,1,OUT017,13,0,1,,test,0,1,0,0
12034,FDB60,9.3,0.028522089,4,OUT046,23,0,2,,test,0,1,0,0
12035,FDQ13,11.1,0.010701801,1,OUT017,13,0,1,,test,0,1,0,0
12036,DRK13,11.8,0.115401142,4,OUT045,18,0,1,,test,0,1,0,0
12037,DRF25,9.0,0.039083816,1,OUT018,11,1,0,,test,0,0,1,0
12038,NCD42,16.5,0.022127237,1,OUT019,35,0,2,,test,1,0,0,0
12039,FDW25,5.175,0.037474799,1,OUT045,18,0,1,,test,0,1,0,0
12040,NCV29,11.8,0.02273288,3,OUT027,35,1,0,,test,0,0,0,1
12041,NCK42,7.475,0.013117547,4,OUT035,16,0,1,,test,0,1,0,0
12042,DRJ13,12.65,0.062585755,3,OUT027,35,1,0,,test,0,0,0,1
12043,DRD15,10.6,0.057117184,4,OUT017,13,0,1,,test,0,1,0,0
12044,FDM27,12.35,0.158790733,3,OUT045,18,0,1,,test,0,1,0,0
12045,FDZ50,12.8,0.079398454,3,OUT018,11,1,0,,test,0,0,1,0
12046,FDC04,15.6,0.044985646,4,OUT046,23,0,2,,test,0,1,0,0
12047,FDF50,4.905,0.0,4,OUT049,21,1,2,,test,0,1,0,0
12048,FDP15,15.2,0.084112804,4,OUT045,18,0,1,,test,0,1,0,0
12049,FDK46,9.6,0.051457663,4,OUT035,16,0,1,,test,0,1,0,0
12050,FDZ56,16.25,0.025841822,3,OUT018,11,1,0,,test,0,0,1,0
12051,FDY60,10.5,0.0,3,OUT049,21,1,2,,test,0,1,0,0
12052,FDB10,10.0,0.067195414,4,OUT035,16,0,1,,test,0,1,0,0
12053,FDR57,5.675,0.023544619,3,OUT045,18,0,1,,test,0,1,0,0
12054,FDU58,6.61,0.029056831,4,OUT049,21,1,2,,test,0,1,0,0
12055,FDH02,7.27,0.020781144,1,OUT046,23,0,2,,test,0,1,0,0
12056,FDP48,7.52,0.043986578,3,OUT013,33,2,0,,test,0,1,0,0
12057,FDI46,9.5,0.07433121,4,OUT035,16,0,1,,test,0,1,0,0
12058,FDW56,7.68,0.070841281,4,OUT013,33,2,0,,test,0,1,0,0
12059,NCM19,12.65,0.0,2,OUT010,22,0,0,,test,1,0,0,0
12060,FDS50,17.0,0.055164938,4,OUT027,35,1,0,,test,0,0,0,1
12061,FDK24,9.195,0.10121065,1,OUT013,33,2,0,,test,0,1,0,0
12062,FDO36,19.7,0.078354554,3,OUT017,13,0,1,,test,0,1,0,0
12063,FDK45,11.65,0.033694227,2,OUT027,35,1,0,,test,0,0,0,1
12064,NCL05,19.6,0.0,1,OUT045,18,0,1,,test,0,1,0,0
12065,FDL32,15.7,0.122965811,2,OUT018,11,1,0,,test,0,0,1,0
12066,FDA28,16.1,0.047876203,2,OUT049,21,1,2,,test,0,1,0,0
12067,FDY36,12.3,0.009448862,1,OUT018,11,1,0,,test,0,0,1,0
12068,FDP32,6.65,0.088026614,2,OUT018,11,1,0,,test,0,0,1,0
12069,FDL50,12.15,0.042313078,2,OUT046,23,0,2,,test,0,1,0,0
12070,DRC24,17.85,0.024859869,3,OUT049,21,1,2,,test,0,1,0,0
12071,NCS18,12.65,0.042449883,2,OUT017,13,0,1,,test,0,1,0,0
12072,FDD16,20.5,0.036558726,1,OUT017,13,0,1,,test,0,1,0,0
12073,NCV18,6.775,0.105158282,1,OUT013,33,2,0,,test,0,1,0,0
12074,FDX07,19.2,0.022918812,3,OUT046,23,0,2,,test,0,1,0,0
12075,NCZ05,8.485,0.057850699,2,OUT027,35,1,0,,test,0,0,0,1
12076,NCI31,20.0,0.08125948,1,OUT013,33,2,0,,test,0,1,0,0
12077,FDK14,6.98,0.041169697,1,OUT049,21,1,2,,test,0,1,0,0
12078,NCR06,12.5,0.006778869,1,OUT045,18,0,1,,test,0,1,0,0
12079,NCF54,18.0,0.047450712,3,OUT049,21,1,2,,test,0,1,0,0
12080,DRG23,8.88,0.145253944,3,OUT010,22,0,0,,test,1,0,0,0
12081,FDD53,16.2,0.044222497,1,OUT046,23,0,2,,test,0,1,0,0
12082,NCM31,6.095,0.080803421,2,OUT027,35,1,0,,test,0,0,0,1
12083,FDT16,9.895,0.048937612,4,OUT017,13,0,1,,test,0,1,0,0
